"hra_id","hra_name","GEOID20","census","version","reg_id","reg_nm"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021004",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315023002",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316033021",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315012085",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315023004",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021011",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313011029",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312024013",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312025033",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312025034",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313011033",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313011034",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021016",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001040",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312025038",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312022019",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330320061000",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330320061001",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313011039",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001048",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330320061004",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330320061005",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315013002",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315013003",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315013004",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315013005",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001054",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001014",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315012068",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315013009",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312043016",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001061",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312043018",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315012073",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315013014",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315013015",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316011001",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316011002",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316033015",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021002",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330317041032",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316033020",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001030",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316033022",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316033023",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001035",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312025030",2020,5,4,"South"
