"mechanism","intent","orig.coding","icd10"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V647"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V648"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V649"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V654"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V655"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V656"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V657"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V658"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V659"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V664"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V665"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V666"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V667"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V668"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V669"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V674"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V675"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V676"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V677"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V678"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V679"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V684"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V685"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V686"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V687"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V688"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V689"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V694"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V695"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V696"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V697"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V698"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V699"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V704"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V705"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V706"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V707"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V708"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V709"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V714"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V715"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V716"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V717"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V718"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V719"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V724"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V725"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V726"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V727"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V728"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V729"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V734"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V735"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V736"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V737"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V738"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V739"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V744"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V745"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V746"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V747"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V748"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V749"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V754"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V755"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V756"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V757"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V758"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V759"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V764"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V765"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V766"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V767"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V768"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V769"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V774"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V775"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V776"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V777"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V778"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V779"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V784"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V785"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V786"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V787"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V788"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V789"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V794"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V795"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V796"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V797"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V798"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V799"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V830"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V831"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V832"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V833"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V840"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V841"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V842"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V843"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V850"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V851"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V852"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V853"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V860"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V861"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V862"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V863"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V203"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V204"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V205"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V206"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V207"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V208"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V209"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V213"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V214"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V215"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V216"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V217"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V218"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V219"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V223"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V224"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V225"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V226"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V227"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V228"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V229"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V233"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V234"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V235"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V236"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V237"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V238"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V239"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V243"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V244"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V245"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V246"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V247"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V248"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V249"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V253"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V254"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V255"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V256"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V257"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V258"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V259"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V263"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V264"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V265"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V266"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V267"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V268"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V269"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V273"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V274"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V275"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V276"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V277"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V278"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V279"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V283"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V284"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V285"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V286"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V287"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V288"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V289"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V294"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V295"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V296"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V297"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V298"
"Motor vehicle traffic: Motorcyclist","Unintentional","V20-V28[.3-.9], V29[.4-.9]","V299"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V123"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V124"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V125"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V126"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V127"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V128"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V129"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V133"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V134"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V135"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V136"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V137"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V138"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V139"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V143"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V144"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V145"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V146"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V147"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V148"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V149"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V194"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V195"
"Motor vehicle traffic: Pedal cyclist","Unintentional","V12-V14[.3-.9], V19[.4-.6]","V196"
"Motor vehicle traffic: Pedestrian","Unintentional","V02-V04[.1,.9], V09.2","V021"
"Motor vehicle traffic: Pedestrian","Unintentional","V02-V04[.1,.9], V09.2","V029"
"Motor vehicle traffic: Pedestrian","Unintentional","V02-V04[.1,.9], V09.2","V031"
"Motor vehicle traffic: Pedestrian","Unintentional","V02-V04[.1,.9], V09.2","V039"
"Motor vehicle traffic: Pedestrian","Unintentional","V02-V04[.1,.9], V09.2","V041"
"Motor vehicle traffic: Pedestrian","Unintentional","V02-V04[.1,.9], V09.2","V049"
"Motor vehicle traffic: Pedestrian","Unintentional","V02-V04[.1,.9], V09.2","V092"
"Motor vehicle traffic: Other","Unintentional","V80[.3-.5], V81.1, V82.1","V803"
"Motor vehicle traffic: Other","Unintentional","V80[.3-.5], V81.1, V82.1","V804"
"Motor vehicle traffic: Other","Unintentional","V80[.3-.5], V81.1, V82.1","V805"
