"mechanism","intent","orig.coding","icd10"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X227"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X228"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X229"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X230"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X231"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X232"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X233"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X234"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X235"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X236"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X237"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X238"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X239"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X240"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X241"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X242"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X243"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X244"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X245"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X246"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X247"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X248"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X249"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X250"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X251"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X252"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X253"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X254"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X255"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X256"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X257"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X258"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X259"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X260"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X261"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X262"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X263"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X264"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X265"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X266"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X267"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X268"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X269"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X270"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X271"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X272"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X273"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X274"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X275"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X276"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X277"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X278"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X279"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X280"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X281"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X282"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X283"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X284"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X285"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X286"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X287"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X288"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X289"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X290"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X291"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X292"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X293"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X294"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X295"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X296"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X297"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X298"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X299"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X300"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X301"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X302"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X303"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X304"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X305"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X306"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X307"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X308"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X309"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X310"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X311"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X312"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X313"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X314"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X315"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X316"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X317"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X318"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X319"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X320"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X321"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X322"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X323"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X324"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X325"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X326"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X327"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X328"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X329"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X330"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X331"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X332"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X333"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X334"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X335"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X336"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X337"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X338"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X339"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X340"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X341"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X342"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X343"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X344"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X345"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X346"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X347"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X348"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X349"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X350"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X351"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X352"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X353"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X354"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X355"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X356"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X357"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X358"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X359"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X360"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X361"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X362"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X363"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X364"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X365"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X366"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X367"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X368"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X369"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X370"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X371"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X372"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X373"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X374"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X375"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X376"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X377"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X378"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X379"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X380"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X381"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X382"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X383"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X384"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X385"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X386"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X387"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X388"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X389"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X390"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X391"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X392"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X393"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X394"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X395"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X396"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X397"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X398"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X399"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X510"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X511"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X512"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X513"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X514"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X515"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X516"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X517"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X518"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X519"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X520"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X521"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X522"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X523"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X524"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X525"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X526"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X527"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X528"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X529"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X530"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X531"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X532"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X533"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X534"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X535"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X536"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X537"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X538"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X539"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X540"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X541"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X542"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X543"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X544"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X545"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X546"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X547"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X548"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X549"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X550"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X551"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X552"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X553"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X554"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X555"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X556"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X557"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X558"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X559"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X560"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X561"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X562"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X563"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X564"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X565"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X566"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X567"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X568"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X569"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X570"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X571"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X572"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X573"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X574"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X575"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X576"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X577"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X578"
"Natural/environmental","Unintentional","W42-W43, W53-W64, W92-W99, X20-X39, X51-X57","X579"
"Overexertion","Unintentional","X50","X500"
"Overexertion","Unintentional","X50","X501"
"Overexertion","Unintentional","X50","X502"
"Overexertion","Unintentional","X50","X503"
"Overexertion","Unintentional","X50","X504"
"Overexertion","Unintentional","X50","X505"
"Overexertion","Unintentional","X50","X506"
"Overexertion","Unintentional","X50","X507"
"Overexertion","Unintentional","X50","X508"
"Overexertion","Unintentional","X50","X509"
"Poisoning","Unintentional","X40-X49","X400"
"Poisoning","Unintentional","X40-X49","X401"
"Poisoning","Unintentional","X40-X49","X402"
"Poisoning","Unintentional","X40-X49","X403"
"Poisoning","Unintentional","X40-X49","X404"
"Poisoning","Unintentional","X40-X49","X405"
"Poisoning","Unintentional","X40-X49","X406"
"Poisoning","Unintentional","X40-X49","X407"
"Poisoning","Unintentional","X40-X49","X408"
"Poisoning","Unintentional","X40-X49","X409"
"Poisoning","Unintentional","X40-X49","X410"
"Poisoning","Unintentional","X40-X49","X411"
"Poisoning","Unintentional","X40-X49","X412"
"Poisoning","Unintentional","X40-X49","X413"
"Poisoning","Unintentional","X40-X49","X414"
"Poisoning","Unintentional","X40-X49","X415"
"Poisoning","Unintentional","X40-X49","X416"
"Poisoning","Unintentional","X40-X49","X417"
"Poisoning","Unintentional","X40-X49","X418"
"Poisoning","Unintentional","X40-X49","X419"
"Poisoning","Unintentional","X40-X49","X420"
"Poisoning","Unintentional","X40-X49","X421"
"Poisoning","Unintentional","X40-X49","X422"
"Poisoning","Unintentional","X40-X49","X423"
"Poisoning","Unintentional","X40-X49","X424"
"Poisoning","Unintentional","X40-X49","X425"
"Poisoning","Unintentional","X40-X49","X426"
"Poisoning","Unintentional","X40-X49","X427"
"Poisoning","Unintentional","X40-X49","X428"
"Poisoning","Unintentional","X40-X49","X429"
"Poisoning","Unintentional","X40-X49","X430"
"Poisoning","Unintentional","X40-X49","X431"
"Poisoning","Unintentional","X40-X49","X432"
"Poisoning","Unintentional","X40-X49","X433"
"Poisoning","Unintentional","X40-X49","X434"
"Poisoning","Unintentional","X40-X49","X435"
"Poisoning","Unintentional","X40-X49","X436"
"Poisoning","Unintentional","X40-X49","X437"
"Poisoning","Unintentional","X40-X49","X438"
"Poisoning","Unintentional","X40-X49","X439"
"Poisoning","Unintentional","X40-X49","X440"
"Poisoning","Unintentional","X40-X49","X441"
"Poisoning","Unintentional","X40-X49","X442"
"Poisoning","Unintentional","X40-X49","X443"
"Poisoning","Unintentional","X40-X49","X444"
"Poisoning","Unintentional","X40-X49","X445"
"Poisoning","Unintentional","X40-X49","X446"
"Poisoning","Unintentional","X40-X49","X447"
"Poisoning","Unintentional","X40-X49","X448"
"Poisoning","Unintentional","X40-X49","X449"
"Poisoning","Unintentional","X40-X49","X450"
"Poisoning","Unintentional","X40-X49","X451"
"Poisoning","Unintentional","X40-X49","X452"
"Poisoning","Unintentional","X40-X49","X453"
"Poisoning","Unintentional","X40-X49","X454"
"Poisoning","Unintentional","X40-X49","X455"
"Poisoning","Unintentional","X40-X49","X456"
"Poisoning","Unintentional","X40-X49","X457"
"Poisoning","Unintentional","X40-X49","X458"
"Poisoning","Unintentional","X40-X49","X459"
"Poisoning","Unintentional","X40-X49","X460"
"Poisoning","Unintentional","X40-X49","X461"
"Poisoning","Unintentional","X40-X49","X462"
"Poisoning","Unintentional","X40-X49","X463"
"Poisoning","Unintentional","X40-X49","X464"
"Poisoning","Unintentional","X40-X49","X465"
"Poisoning","Unintentional","X40-X49","X466"
"Poisoning","Unintentional","X40-X49","X467"
"Poisoning","Unintentional","X40-X49","X468"
"Poisoning","Unintentional","X40-X49","X469"
"Poisoning","Unintentional","X40-X49","X470"
"Poisoning","Unintentional","X40-X49","X471"
"Poisoning","Unintentional","X40-X49","X472"
"Poisoning","Unintentional","X40-X49","X473"
"Poisoning","Unintentional","X40-X49","X474"
"Poisoning","Unintentional","X40-X49","X475"
"Poisoning","Unintentional","X40-X49","X476"
"Poisoning","Unintentional","X40-X49","X477"
"Poisoning","Unintentional","X40-X49","X478"
"Poisoning","Unintentional","X40-X49","X479"
"Poisoning","Unintentional","X40-X49","X480"
